Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
EZU|iShares MSCI Eurozone ETF|Z|EZU|Y|100|N|EZU
E|ENI S.p.A. Common Stock|N|E|N|100|N|E
F$B|Ford Motor Company 6.20% Notes due June 1, 2059|N|FpB|N|100|N|F-B
F$C|Ford Motor Company 6% Notes due December 1, 2059|N|FpC|N|100|N|F-C
FAAR|First Trust Alternative Absolute Return Strategy ETF|G|N|N|100|Y|N
FAB|First Trust Multi Cap Value AlphaDEX Fund|G|N|N|100|Y|N
FACA.U|Figure Acquisition Corp. I Units, each consisting of one share of Class A common stock and one-fourth of one redeemable warrant|N|FACA.U|N|100|N|FACA=
FACA.W|Figure Acquisition Corp. I Redeemable warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50|N|FACA.WS|N|100|N|FACA+
FACA|Figure Acquisition Corp. I Class A Common Stock|N|FACA|N|100|N|FACA
FACT.U|Freedom Acquisition I Corp. Units, each consisting of one Class A ordinary share and one-fourth of one redeemable warrant|N|FACT.U|N|100|N|FACT=
FACT.W|Freedom Acquisition I Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|FACT.WS|N|100|N|FACT+
FACT|Freedom Acquisition I Corp. Class A Ordinary Shares|N|FACT|N|100|N|FACT
FAD|First Trust Multi Cap Growth AlphaDEX Fund|G|N|N|100|Y|N
FAF|First American Corporation (New) Common Stock|N|FAF|N|100|N|FAF
FAII.U|Fortress Value Acquisition Corp. II Units, each consisting of one share of Class A common stock and one-fifth of one Warrant|N|FAII.U|N|100|N|FAII=
FAII.W|Fortress Value Acquisition Corp. II Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share|N|FAII.WS|N|100|N|FAII+
FAII|Fortress Value Acquisition Corp. II Class A Common Stock|N|FAII|N|100|N|FAII
FAIL|Cambria ETF Trust Cambria Global Tail Risk ETF|Z|FAIL|Y|100|N|FAIL
FALN|iShares Fallen Angels USD Bond ETF|G|N|N|100|Y|N
FAMI|Farmmi, INC. - Ordinary Shares|S|N|N|100|N|N
FAM|First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest|N|FAM|N|100|N|FAM
FANG|Diamondback Energy, Inc. - Commmon Stock|Q|N|N|100|N|N
FANH|Fanhua Inc. - American depositary shares, each representing 20 ordinary shares|Q|N|N|100|N|N
FAN|First Trust Global Wind Energy ETF|P|FAN|Y|100|N|FAN
FAPR|FT Cboe Vest U.S. Equity Buffer ETF - April|Z|FAPR|Y|100|N|FAPR
FARM|Farmer Brothers Company - Common Stock|Q|N|N|100|N|N
FARO|FARO Technologies, Inc. - Common Stock|Q|N|N|100|N|N
FAST|Fastenal Company - Common Stock|Q|N|N|100|N|N
FAS|Direxion Financial Bull 3X Shares|P|FAS|Y|100|N|FAS
FATBP|FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock|S|N|N|100|N|N
FATBW|FAT Brands Inc. - Warrant|S|N|N|100|N|N
FATE|Fate Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
FAT|FAT Brands Inc. - Common Stock|S|N|N|100|N|N
FAUG|FT Cboe Vest U.S. Equity Buffer ETF - August|Z|FAUG|Y|100|N|FAUG
FAX|Aberdeen Asia-Pacific Income Fund Inc Common Stock|A|FAX|N|100|N|FAX
FAZ|Direxion Financial Bear 3X Shares|P|FAZ|Y|100|N|FAZ
FBCG|Fidelity Blue Chip Growth ETF|Z|FBCG|Y|100|N|FBCG
FBCV|Fidelity Blue Chip Value ETF|Z|FBCV|Y|100|N|FBCV
FBC|Flagstar Bancorp, Inc. Common Stock|N|FBC|N|100|N|FBC
FBGX|UBS AG FI Enhanced Large Cap Growth ETN|P|FBGX|N|100|N|FBGX
FBHS|Fortune Brands Home & Security, Inc. Common Stock|N|FBHS|N|100|N|FBHS
FBIOP|Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock|S|N|N|100|N|N
FBIO|Fortress Biotech, Inc. - Common Stock|S|N|N|100|N|N
FBIZ|First Business Financial Services, Inc. - Common Stock|Q|N|N|100|N|N
FBK|FB Financial Corporation Common Stock|N|FBK|N|100|N|FBK
FBMS|The First Bancshares, Inc. - Common Stock|G|N|N|100|N|N
FBNC|First Bancorp - Common Stock|Q|N|N|100|N|N
FBND|Fidelity Total Bond ETF|P|FBND|Y|100|N|FBND
FBP|First BanCorp. New Common Stock|N|FBP|N|100|N|FBP
FBRX|Forte Biosciences, Inc.  - Common Stock|S|N|N|100|N|N
FBT|First Trust Amex Biotech Index Fund|P|FBT|Y|100|N|FBT
FBZ|First Trust Brazil AlphaDEX Fund|G|N|N|100|Y|N
FB|Facebook, Inc. - Class A Common Stock|Q|N|N|100|N|N
FCACU|Falcon Capital Acquisition Corp. - Unit|S|N|N|100|N|N
FCACW|Falcon Capital Acquisition Corp. - Warrant|S|N|N|100|N|N
FCAC|Falcon Capital Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
FCAL|First Trust California Municipal High income ETF|G|N|N|100|Y|N
FCAP|First Capital, Inc. - Common Stock|S|N|N|100|N|N
FCAX.U|Fortress Capital Acquisition Corp. Units, each consisting of one Class A ordinary share and one-fifth of one Warrant|N|FCAX.U|N|100|N|FCAX=
FCAX.W|Fortress Capital Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share|N|FCAX.WS|N|100|N|FCAX+
FCAX|Fortress Capital Acquisition Corp. Class A Ordinary Shares|N|FCAX|N|100|N|FCAX
FCA|First Trust China AlphaDEX Fund|G|N|N|100|Y|N
FCBC|First Community Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
FCBP|First Choice Bancorp - Common Stock|S|N|N|100|N|N
FCCO|First Community Corporation - Common Stock|S|N|N|100|N|N
FCCY|1st Constitution Bancorp (NJ) - Common Stock|G|N|N|100|N|N
FCEF|First Trust CEF Income Opportunity ETF|G|N|N|100|Y|N
FCEL|FuelCell Energy, Inc. - Common Stock|G|N|N|100|N|N
FCFS|FirstCash, Inc. - Common Stock|Q|N|N|100|N|N
FCF|First Commonwealth Financial Corporation Common Stock|N|FCF|N|100|N|FCF
FCG|First Trust Natural Gas ETF|P|FCG|Y|100|N|FCG
FCNCA|First Citizens BancShares, Inc. - Class A Common Stock|Q|N|N|100|N|N
FCNCP|First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
FCN|FTI Consulting, Inc. Common Stock|N|FCN|N|100|N|FCN
FCOM|Fidelity MSCI Communication Services Index ETF|P|FCOM|Y|100|N|FCOM
FCOR|Fidelity Corporate Bond ETF|P|FCOR|Y|100|N|FCOR
FCO|Aberdeen Global Income Fund, Inc. Common Stock|A|FCO|N|100|N|FCO
FCPI|Fidelity Stocks for Inflation ETF |Z|FCPI|Y|100|N|FCPI
FCPT|Four Corners Property Trust, Inc. Common Stock|N|FCPT|N|100|N|FCPT
FCRD|First Eagle Alternative Capital BDC, Inc. - Common Stock|Q|N|N|100|N|N
FCRW|First Eagle Alternative Capital BDC, Inc. 6.125% Notes Due 2023|N|FCRW|N|100|N|FCRW
FCRZ|First Eagle Alternative Capital BDC, Inc. 6.75% Notes due 2022|N|FCRZ|N|100|N|FCRZ
FCTR|First Trust Lunt U.S. Factor Rotation ETF|Z|FCTR|Y|100|N|FCTR
FCT|First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest|N|FCT|N|100|N|FCT
FCVT|First Trust SSI Strategic Convertible Securities ETF|G|N|N|100|Y|N
FCX|Freeport-McMoRan, Inc. Common Stock|N|FCX|N|100|N|FCX
FC|Franklin Covey Company Common Stock|N|FC|N|100|N|FC
FDBC|Fidelity D & D Bancorp, Inc. - Common Stock|G|N|N|100|N|N
FDD|First Trust Dow Jones STOXX Select Dividend 30 Index Fund|P|FDD|Y|100|N|FDD
